id,num_like_post,num_comment_post,num_share_post,label
3320,144,0,33,0
2948,154,26,15,0
612,3,1,0,0
2524,8004,29,45,0
842,4,1,0,0
2641,366,100,33,0
2599,98,11,8,0
1736,7,0,1,0
1227,33,20,1,0
3335,20,2,0,0
170,701,0,213,0
2853,21,6,2,0
3815,6560,50,399,0
3079,12,3,0,0
2598,0,0,0,0
2150,3,0,0,0
3142,13,1,5,0
2139,113,0,9,0
1312,19,11,0,0
914,1,0,0,0
863,3,0,0,0
1876,11,0,0,0
1387,118,28,22,0
1463,3,18,0,0
3469,912,2,101,0
2086,1,0,0,0
2566,80,289,6,0
2659,7,0,1,0
2278,319,8,26,0
4162,38,11,2,0
3802,714,50,6,0
743,0,0,0,0
2959,5,0,0,0
4049,2008,21,75,0
1374,186,0,61,0
1273,8792,308,1246,0
1709,12,1,3,0
3597,4508,50,61,0
3798,4451,16,78,0
3978,5,0,0,0
4026,2,0,0,0
90,19191,178,144,0
3190,79,25,150,0
1224,24,10,1,0
1337,22,1,6,0
3273,49,7,0,0
2762,89,26,3,0
3395,62,11,5,0
46,8,1,0,0
2122,183,4,33,0
1400,1,0,0,0
3021,2,0,0,0
3332,251,9,49,0
372,216,11,20,0
3338,187,59,50,0
451,0,50,41,0
2661,572,22,1,0
2053,2618,98,187,0
3368,43,5,0,0
2992,14000,1400,8300,0
1410,90,3,1,0
447,1,0,0,0
311,7,1,0,0
439,58,1,3,0
1614,11,0,0,0
1738,6,3,3,0
1688,38,5,5,0
107,2,0,0,0
990,0,0,0,0
3107,1,0,0,0
2923,129,0,19,0
1513,4,0,0,0
913,9289,50,184,0
491,1,0,0,0
3980,102,44,4,0
3488,36,2,7,0
3527,6,0,2,0
2548,18,1,1,0
103,473,11,48,0
1204,35,0,4,0
3493,102,12,18,0
3166,7000,1100,6900,0
3375,3200,397,12000,0
2162,251,13,32,0
3329,2,0,0,0
2660,4,0,1,0
1678,1265,2,72,0
965,0,0,0,0
3292,187,0,3,0
3513,13882,11,3437,0
1631,928,2500,5200,0
1782,0,0,0,0
3693,9,0,11,0
434,242,9,1,0
1478,2575,9,49,0
3312,2100,262,2700,0
935,117,1,11,0
489,209,25,51,0
2575,0,0,0,0
4061,13,0,4,0
1715,13,0,0,0
326,5,0,0,0
1941,16,1,3,0
1794,6,0,0,0
753,677,0,88,0
3739,6,0,0,0
1975,19,10,0,0
3072,218,18,10,0
3423,1,0,0,0
57,8464,22,146,0
3648,2209,16,10,0
4194,1235,0,95,0
285,13000,675,2400,0
3358,265,65,66,0
3921,2898,50,142,0
4015,1,0,0,0
3946,3900,2500,4400,0
220,6,7,6,0
1415,1,0,0,0
2945,95,42,44,0
2192,12,1,2,0
2886,395,13,54,0
2285,11000,1100,3500,0
1590,12382,407,520,0
1523,22,1,1,0
438,6916,31,820,0
2237,2376,11,1439,0
3279,95,3,0,0
4064,128,7,0,0
2444,108,1,1,0
3080,2,0,0,0
2768,4,0,0,0
2510,194,3,17,0
2672,7600,713,2900,0
4203,48,4,34,0
919,6,0,3,0
3581,3300,2900,16000,0
2354,2504,6,44,0
894,6,0,0,0
2935,19292,282,1027,0
129,5,0,0,0
3347,68,12,2,0
1921,15,0,6,0
1049,112,45,20,0
717,1,0,0,0
762,18,4,2,0
3447,148,22,17,0
3189,75,57,3,0
237,99,2,3,0
3385,301,53,35,0
3371,0,0,1,0
175,3,0,0,0
1743,8,0,2,0
3602,2500,549,3200,0
2718,7359,31,75,0
1646,10690,142,284,0
1510,14018,294,725,0
2794,4909,50,471,0
1259,2,1,0,0
3856,5801,53,32,0
1305,10000,508,3700,0
3969,2115,11,47,0
3217,9,0,4,0
4358,15,1,3,0
1125,0,7,15,0
1303,215,3,1,0
1264,6700,1000,4200,0
2047,64,0,6,0
1891,2,0,1,0
1018,1,0,1,0
1440,2,0,0,0
687,118,44,23,0
1884,5421,116,97,0
139,8,3,1,0
1995,3,0,0,0
2347,9,2,0,0
66,0,0,0,0
200,12,0,1,0
1113,1,0,0,0
3104,5,6,1,0
1207,21120,50,3405,0
1380,43,7,7,0
2928,3550,34,89,0
2740,1,0,0,0
44,40,48,9,0
3937,6,1,0,0
4349,2,0,0,0
4321,107,7,10,0
3833,11,0,0,0
1131,17,0,0,0
693,13000,766,2600,0
3865,3,0,0,0
1014,1,0,0,0
1089,97,1,22,0
4021,65,12,13,0
2944,30,12,2,0
2015,11000,1500,3900,0
468,35000,4000,5800,0
157,353,104,16,0
302,13020,50,557,0
3684,1930,1,337,0
2521,82,14,10,0
1683,159,1,25,0
789,7,0,1,0
1703,4,2,0,0
3590,473,63,70,0
1605,4,1,0,0
1318,364,50,71,0
791,32,10,1,0
4135,0,0,0,0
636,2150,22,71,0
1685,33,8,2,0
3421,7000,335,3700,0
446,9100,683,3200,0
2211,358,15,20,0
2309,62,3,12,0
944,52,22,0,0
3592,9881,29,501,0
501,16,0,1,0
4323,109,18,22,0
1708,20000,242,2100,0
3940,7743,50,788,0
2631,34,0,3,0
962,5600,1500,6500,0
2726,0,0,0,0
3869,2,13,0,0
1024,10,2,0,0
3449,14,4,1,0
3645,4,0,1,0
1855,24,2,3,0
4046,1100,153,163,0
3008,0,0,0,0
441,58,1,6,0
474,7,0,0,0
1732,1,0,2,0
1536,118,27,48,0
670,12170,50,700,0
4092,13,0,0,0
2447,56,13,0,0
2916,10,0,0,0
2104,212,14,11,0
796,6110,173,422,0
116,291,8,41,0
2141,11,1,2,0
2789,6,2,1,0
4123,62,2,12,0
980,125,3,9,0
2470,4,0,0,0
2684,23,2,2,0
1000,7,0,1,0
3614,3,0,1,0
204,597,50,56,0
1181,21,4,1,0
1592,8600,1800,5700,0
1132,163,121,277,0
314,37,1,0,0
4368,5800,1300,12000,0
3974,0,0,0,0
2244,249,1,41,0
4051,663,20,64,0
1902,348,54,189,0
763,3292,50,98,0
3915,1,0,0,0
1775,85,249,15,0
328,5340,50,202,0
3705,2,1,0,0
624,4,0,0,0
2737,1300,80,2500,0
2940,12,1,0,0
2190,658,7,112,0
1072,6023,0,199,0
3966,1,0,0,0
3486,4,0,0,0
765,3,1,0,0
2401,133,9,8,0
423,38,0,2,0
2949,7500,739,6600,0
2126,8,0,3,0
184,5,0,0,0
4133,7,0,1,0
3585,1,0,0,0
1110,4,1,1,0
3498,7108,100,51,0
543,25203,211,292,0
91,20,5,6,0
2099,5,0,1,0
938,14,1,1,0
1509,155,0,6,0
1219,6573,68,163,0
450,3,1,0,0
1025,54,89,6,0
3746,12,0,0,0
1243,8533,41,618,0
133,5551,128,540,0
3710,9,0,0,0
1321,84,36,9,0
2806,1,0,0,0
3216,3,0,0,0
1817,5,0,0,0
4211,172,33,38,0
2595,108,47,25,0
2764,6000,3800,2600,0
404,12000,493,2500,0
3310,2,3,0,0
2117,15,0,3,0
2665,20000,1600,4300,0
1383,244,2,15,0
22,4700,549,3300,0
2898,12,0,6,0
2746,160,7,32,0
549,182,0,8,0
2666,245,8,159,0
1153,0,0,0,0
4043,5,0,0,0
1859,3009,94,446,0
4077,8,0,1,0
2295,0,0,0,0
2189,108,10,21,0
3420,1,0,0,0
4315,10,0,0,0
3627,57,1,0,0
4034,474,306,219,0
3099,14,3,2,0
3701,472,11,4,0
2742,848,599,4300,0
2986,22,2,1,0
3364,9,0,0,0
3410,1,0,0,0
851,9,0,0,0
3616,207,10,7,0
692,31427,50,7549,0
3222,1,2,2,0
1168,0,0,0,0
3388,3,0,0,0
3239,12,5,1,0
1402,35,0,2,0
1875,0,0,0,0
1361,1744,2,23,0
4170,33,5,3,0
2075,108,34,44,0
4262,330,10,79,0
1724,4,0,0,0
3609,41,8,1,0
1272,0,0,1,0
1518,9,0,0,0
2487,10,0,0,0
4113,1,0,0,0
2265,14,0,1,0
4283,505,38,49,0
1550,51392,12,4486,0
4360,102,17,25,0
2878,8,2,4,0
3287,10,0,0,0
930,3,0,0,0
187,2,0,0,0
3177,22,2,0,0
125,7,0,1,0
496,1100,518,4200,0
4101,11,1,0,0
3317,6100,744,3700,0
2960,124,0,4,0
4176,1,0,0,0
2396,14000,1000,8600,0
385,1,1,0,0
4118,3,0,0,0
2539,3,0,0,0
3774,4555,50,96,0
209,67,2,3,0
3205,1,0,1,0
4144,975,128,2700,0
2523,30,0,6,0
2497,18,1,6,0
198,2898,50,142,0
1073,25,6,4,0
3717,4,3,0,0
555,1,0,0,0
3234,53,1,10,0
3653,275,0,70,0
2253,32,31,3,0
840,2,1,0,0
3477,12386,50,125,0
365,25,2,1,0
591,33,5,1,0
2651,49,3,10,0
2910,9,0,1,0
197,75,45,10,0
3695,7,0,1,0
1791,43,6,7,0
2304,606,11,35,0
2428,30,6,0,0
2410,96,4,6,0
1943,14,6,1,0
3484,8,0,2,0
1118,7334,37,199,0
1568,45,1,3,0
471,90,3,9,0
4065,87,0,6,0
3640,1942,50,739,0
2722,8060,189,166,0
1012,6453,21,319,0
3706,142,0,48,0
2197,448,63,21,0
3820,530,3,2,0
2588,54,2,3,0
4258,18000,1300,26000,0
2481,5,0,1,0
3560,19,0,0,0
805,369,1,3,0
706,21,10,2,0
4253,2100,649,313,0
1307,197,2,22,0
2622,4893,47,100,0
4172,1800,1000,2400,0
3350,97,36,7,0
2633,6,1,0,0
3032,1,0,0,0
2702,0,0,1,0
121,620,22,81,0
1442,22,0,1,0
2852,2,0,0,0
4161,5,1,0,0
2942,5,0,0,0
3161,513,5,46,0
3055,0,0,0,0
3271,68,3,5,0
426,70,35,5,0
1360,5391,48,560,0
4047,1562,50,153,0
2981,49,12,4,0
1754,4100,75,3100,0
1836,1,0,0,0
1344,29,0,1,0
656,3679,19,140,0
4029,5,0,0,0
3574,4,0,1,0
1280,7,3,1,0
1339,2,1,0,0
520,4554,122,379,0
547,1,0,0,0
1636,3,0,0,0
3397,133,44,26,0
2059,4,0,0,0
488,39,1,4,0
3762,1,0,0,0
19,1,0,0,0
1669,8,0,0,0
517,130,35,9,0
1599,3,2,1,0
1722,1,0,1,0
1283,46000,2900,3400,0
1661,2,0,0,0
1396,43,0,8,0
3276,88,57,4,0
1476,10,1,0,0
1095,7,1,0,0
3372,35,0,8,0
463,0,0,0,0
1862,6,31,0,0
2921,9092,50,636,0
2022,41000,3600,4400,0
4201,58,31,2,0
2814,14,0,3,0
490,3793,19,1614,0
3373,744,1,28,0
2831,268,10,72,0
3686,1,0,0,0
3529,114,3,12,0
3363,30000,482,5900,0
2529,1700,418,2600,0
2561,90,1,8,0
1704,65,6,19,0
1218,279,8,11,0
3698,19,19,4,0
2085,32,0,11,0
2752,76,1,13,0
671,47,0,6,0
83,449,9,6,0
1961,14,0,2,0
3730,10000,5400,5700,0
2616,3,5,1,0
1589,173,7,30,0
626,2,0,0,0
534,37,72,17,0
3265,121,50,44,0
3197,5,0,1,0
2567,190,52,50,0
3794,14000,559,4900,0
3187,31,2,2,0
2610,35323,1,4242,0
1935,189,27,24,0
1649,178,51,7,0
4145,46,16,4,0
368,22,0,3,0
2987,12,6,2,0
1171,4,2,0,0
2411,423,4,4,0
3848,11,2,0,0
2489,9,0,2,0
4236,6,1,0,0
1895,2,0,0,0
1217,657,4,3,0
1840,270,9,0,0
85,7500,1100,11000,0
4179,170,0,4,0
3874,8,4,2,0
7,25,1,1,0
996,25000,1700,4900,0
1054,15,2,2,0
3024,12,0,0,0
264,0,0,0,0
3659,4500,1100,2700,0
1609,3,1,0,0
1372,16,12,1,0
3741,69,0,10,0
1121,168,2,1,0
1201,135,60,63,0
1752,2353,20,707,0
3720,41,19,2,0
2184,52,0,5,0
2179,84,36,7,0
2379,0,0,0,0
2922,89,5,7,0
2687,0,0,0,0
2844,1200,581,2200,0
388,85,3,1,0
1135,4100,295,2400,0
814,45,82,1,0
3103,120,2,8,0
1203,209,0,32,0
2917,23,17,0,0
2856,1893,14,81,0
2551,7200,3,729,0
2062,2,0,0,0
2277,3033,327,345,0
3311,3,0,0,0
4280,119,0,14,0
3942,7,1,0,0
2879,5,0,1,0
2145,104,13,24,0
677,83,109,6,0
1292,69,22,0,0
2823,4851,19,29,0
1920,1017,97,53,0
466,14,0,2,0
1959,91000,2600,18000,0
3415,36,2,2,0
825,143,4,21,0
3101,12,0,0,0
2568,204,36,21,0
3643,29000,3500,2700,0
2078,122,4,9,0
3220,1,0,0,0
277,24,0,0,0
3938,6650,1196,186,0
433,692,28,44,0
2889,7441,124,538,0
141,59,0,3,0
2675,215,0,101,0
454,434,11,11,0
931,188,5,1,0
109,97,9,4,0
3933,19,0,0,0
3952,14,2,0,0
2847,112,23,6,0
3044,2400,246,2100,0
2926,10468,50,426,0
3553,7,0,1,0
2931,11,0,0,0
3130,5,0,0,0
347,19,0,0,0
361,13,0,0,0
2812,10,0,0,0
807,2344,50,186,0
4024,16,0,3,0
294,35,3,3,0
865,3,4,0,0
3403,115,5,17,0
1247,22,9,0,0
1777,4,10,0,0
3876,195,62,25,0
335,62,6,27,0
1639,152,5,11,0
2842,66,15,1,0
1870,847,146,55,0
3962,1500,1700,2900,0
2585,12,2,1,0
2890,2587,1,61,0
2377,81,6,3,0
2439,29,5,1,0
3125,6,0,0,0
31,19,0,5,0
3832,256,1,14,0
1004,64,0,35,0
2685,9,2,0,0
1451,10,0,0,0
2778,0,0,0,0
3996,12,1,2,0
774,590,50,51,0
3246,120,1,0,0
4019,1,0,1,0
2467,73,2,0,0
514,3152,50,57,0
2586,1608,13,22,0
3304,505,50,11,0
4238,2,0,0,0
3511,5,3,0,0
2449,1,0,0,0
2351,4,4,1,0
712,18,13,0,0
3696,9,2,0,0
1919,166,235,50,0
4255,0,0,0,0
20,6,0,0,0
702,58,13,6,0
2692,19,1,1,0
3462,24,0,2,0
2455,9,0,0,0
134,8823,34,387,0
216,6,6,0,0
2148,3,0,0,0
983,105,7,7,0
3383,4229,37,60,0
611,32,0,4,0
4142,16,0,2,0
4291,28443,48,573,0
1366,2,0,1,0
95,30,31,6,0
310,41,8,9,0
1474,0,0,0,0
159,0,0,0,0
2677,1202,45,21,0
3576,3286,50,99,0
1934,24,0,11,0
3416,2700,156,2100,0
3638,156,44,32,0
3210,10377,50,723,0
1641,4700,2100,3400,0
4340,14,0,4,0
2308,2800,1700,3800,0
2448,765,364,2500,0
161,1,0,1,0
2735,5,0,0,0
4036,8,0,2,0
1147,10000,342,2900,0
3309,4,0,0,0
2287,48,5,2,0
3198,1900,1900,3900,0
3251,9,0,0,0
2224,1,2,1,0
1489,7400,267,2500,0
1347,19,0,0,0
3939,1489,13,40,0
1411,1,0,0,0
1687,105,1,3,0
1858,0,0,0,0
790,5,0,0,0
2605,9,0,0,0
2905,5,0,2,0
2797,12,0,0,0
1365,1234,5,35,0
11,170,51,68,1
12,554,480,16000,1
14,12,17,0,1
16,121,68,49,1
29,1,1,0,1
34,13,0,4,1
39,1,0,0,1
45,5,0,0,1
59,625,199,3300,1
61,2,0,0,1
64,10,6,2,1
68,80,11,36,1
71,43,19,1,1
73,367,38,24,1
74,49,10,5,1
76,1,0,0,1
86,11,0,0,1
88,1,0,1,1
99,1,7,0,1
112,165,30,23,1
115,253,119,4,1
118,2,2,0,1
140,478,166,209,1
143,9400,939,3400,1
153,30,10,156,1
155,1700,357,12000,1
173,12000,2400,2900,1
186,110,39,16,1
202,7,0,0,1
234,97,9,7,1
243,658,137,3100,1
248,13,7,2,1
249,1100,134,2300,1
250,567,262,377,1
252,6,0,1,1
265,452,274,210,1
266,80,21,6,1
273,53,13,22,1
275,1400,2500,4300,1
279,75,15,15,1
281,245,357,25,1
289,3800,442,2800,1
291,175,20,14,1
295,1600,24,5000,1
296,3,0,3,1
301,53,48,2,1
304,190,22,4,1
307,88,19,28,1
323,190,25,4,1
329,7,0,0,1
336,111,56,35,1
340,5800,6000,21000,1
350,261,11,14,1
351,214,28,8,1
354,265,20,35,1
375,1300,86,4000,1
379,255,47,36,1
382,0,0,0,1
394,13,1,0,1
398,106,444,15,1
399,232,21,13,1
401,642,59,485,1
407,89,12,4,1
414,162,32,14,1
420,89,50,73,1
422,52,56,0,1
461,430,11,390,1
467,125,132,4400,1
480,50,3,23,1
495,105,181,11,1
503,214,25,4,1
510,3100,767,1300,1
518,2,0,0,1
519,606,23,104,1
522,110,24,8,1
524,96,10,2,1
531,123,65,3,1
532,1,0,0,1
535,15,2,0,1
542,1,1,11,1
546,6,3,0,1
561,4,3,0,1
562,360,273,504,1
563,271,33,14,1
565,115,32,20,1
570,1500,3500,13000,1
574,7100,5900,13000,1
580,64,14,12,1
581,78,17,3,1
585,581,47,72,1
586,7,0,0,1
589,6,1,0,1
590,245,30,24,1
597,828,79,34,1
606,31,54,14,1
608,291,22,19,1
609,8500,3400,19000,1
610,212,3,22,1
619,20,10,0,1
625,1,1,1,1
628,51,1,68,1
630,298,217,2200,1
635,292,132,429,1
640,2,0,0,1
646,19,18,7,1
647,35,3,0,1
650,6,2,1,1
653,25,1,63,1
657,885,11,6100,1
658,239,14,20,1
660,19,2,1,1
664,0,0,0,1
667,12,0,3,1
668,62,48,6,1
678,27,18,4,1
686,12,2,1,1
689,143,25,21,1
690,45,23,10,1
691,3,0,1,1
695,3,0,0,1
732,33,27,1,1
736,202,76,58,1
750,20,8,0,1
764,21,0,2,1
772,37,3,2,1
785,13,0,0,1
787,93,18,9,1
800,53,0,12,1
803,607,0,2100,1
806,124,50,18,1
810,53,0,71,1
812,1500,355,6800,1
820,241,180,573,1
838,181,53,59,1
845,974,80,190,1
849,38,42,0,1
852,210,185,36,1
853,196,23,38,1
855,6,13,0,1
857,948,142,140,1
861,6,1,0,1
864,9,0,1,1
874,427,41,631,1
880,997,90,778,1
883,15,7,0,1
902,60,23,10,1
903,36,14,19,1
905,2,0,0,1
909,2500,573,4000,1
911,13,1,5,1
917,115,30,20,1
923,13,2,4,1
941,5,13,0,1
947,124,60,10,1
950,5100,433,2600,1
958,378,168,4300,1
964,212,274,30,1
979,23,22,35,1
987,1000,1200,1500,1
991,12,2,4,1
1001,0,0,0,1
1007,55,11,0,1
1011,43,11,4,1
1019,91,36,7,1
1040,23000,1400,7900,1
1045,676,9,2300,1
1051,1,0,0,1
1053,6,7,0,1
1059,375,29,62,1
1071,31,9,0,1
1075,80,15,3,1
1079,11000,1000,11000,1
1091,5400,2500,5300,1
1093,136,15,5,1
1098,2,1,0,1
1103,38,4,87,1
1104,5,0,0,1
1105,423,35,23,1
1107,16,6,0,1
1137,3,6,0,1
1140,68,67,14,1
1142,174,17,12,1
1157,3000,298,6700,1
1170,212,3,22,1
1174,1500,246,573,1
1191,8,2,0,1
1193,37,5,4,1
1208,276,62,34,1
1231,10000,1400,7100,1
1250,317,32,25,1
1251,6,0,1,1
1252,2,1,0,1
1258,37,9,1,1
1265,1100,20,389,1
1269,7,9,0,1
1270,30,11,1,1
1287,1500,69,136,1
1289,1500,541,2400,1
1291,40,22,2,1
1302,884,2,7300,1
1304,166,15,5,1
1314,4000,509,2200,1
1328,1900,309,294,1
1329,3,0,1,1
1338,210,35,12,1
1345,489,66,190,1
1346,54,8,137,1
1349,290,13,32,1
1352,105,53,27,1
1353,13,0,2,1
1355,24,5,1,1
1358,251,216,185,1
1363,19000,1300,6100,1
1368,20,8,26,1
1376,20,8,0,1
1379,113,4,4,1
1382,128,9,2,1
1395,173,10,27,1
1397,10,24,3,1
1409,61,44,6,1
1412,41,11,9,1
1414,853,20,2400,1
1416,2,1,1,1
1428,205,10,5,1
1433,139,7,27,1
1435,17,8,3,1
1452,111,141,14,1
1479,530,38,13,1
1486,468,35,23,1
1487,74,6,1,1
1492,235,30,24,1
1497,325,56,417,1
1506,3800,899,11000,1
1512,187,275,3200,1
1526,22,6,8,1
1533,569,350,1400,1
1534,579,826,4500,1
1537,6,3,0,1
1541,91,9,222,1
1542,106,93,15,1
1543,100,13,2,1
1549,465,58,167,1
1551,233,12,24,1
1563,13000,1100,9100,1
1565,10,0,0,1
1575,298,10,28,1
1586,179,28,1100,1
1587,23,8,4,1
1596,294,314,51,1
1616,8,0,0,1
1634,3312,983,638,1
1640,4,1,0,1
1651,29,13,0,1
1652,23,10,0,1
1654,3,1,0,1
1656,363,34,7,1
1663,1282,120,241,1
1667,296,89,78,1
1670,4,0,1,1
1675,37,14,60,1
1698,251,66,21,1
1699,144,27,8,1
1701,120,31,2,1
1712,2100,49,953,1
1719,9,0,1,1
1720,5,0,0,1
1727,11,4,1,1
1744,13,15,0,1
1753,8,0,0,1
1758,6,1,0,1
1759,72,22,13,1
1763,3,0,1,1
1765,89,227,12,1
1766,6200,4000,16000,1
1778,366,34,32,1
1779,4100,602,13000,1
1807,135,22,8,1
1811,6700,522,4600,1
1813,37,16,0,1
1822,198,39,20,1
1826,2,2,0,1
1827,172,61,12,1
1851,3000,3400,6700,1
1867,1243,329,128,1
1874,7,0,1,1
1879,94,13,9,1
1881,103,194,39,1
1889,26,2,4,1
1896,23,6,0,1
1897,48,34,2,1
1917,6,0,1,1
1925,21,11,1,1
1930,227,14,45,1
1937,771,211,4600,1
1944,21,0,0,1
1947,0,0,0,1
1949,54000,17000,32000,1
1950,13,0,0,1
1968,29,11,6,1
1973,4,1,1,1
1978,482,316,300,1
1985,27,9,3,1
1986,2,1,0,1
1989,172,175,37,1
1998,111,20,10,1
2007,357,121,18,1
2013,36,2,10,1
2032,19,27,0,1
2048,38,4,0,1
2052,214,12,5,1
2060,24,10,4,1
2076,90,45,2,1
2081,35,0,11,1
2084,1200,174,830,1
2095,49,8,8,1
2098,34,17,9,1
2101,400,92,28,1
2103,129,140,17,1
2124,384,25,61,1
2134,74,5,10,1
2140,116,106,15,1
2146,19,3,47,1
2153,3,2,1,1
2159,211,20,4,1
2170,418,18,29,1
2173,102,117,38,1
2175,53,43,7,1
2178,4,2,27,1
2180,248,77,163,1
2195,176,24,21,1
2200,84,35,12,1
2202,196,59,14,1
2206,16,12,5,1
2214,2,2,0,1
2225,160,13,60,1
2234,12,16,0,1
2235,1400,396,6700,1
2240,3,3,1,1
2241,869,187,4900,1
2242,3000,2000,5200,1
2247,60,61,4,1
2251,40,21,9,1
2264,29,6,3,1
2266,1200,1300,5800,1
2271,158,226,39,1
2289,56,25,6,1
2298,1200,97,114,1
2302,81,6,6,1
2310,18,1,0,1
2317,4800,975,2100,1
2318,2000,596,8300,1
2321,56,60,3,1
2322,617,72,73,1
2342,1200,66,4900,1
2344,29000,3800,7700,1
2349,53,9,26,1
2353,11,1,3,1
2355,2000,201,2700,1
2358,2700,640,12000,1
2360,266,322,2300,1
2364,4,0,0,1
2369,194,54,632,1
2375,16,2,4,1
2383,3,1,0,1
2385,28,6,23,1
2390,1,0,0,1
2409,832,154,67,1
2433,78,8,0,1
2434,2000,168,4800,1
2438,4,2,0,1
2441,8,1,2,1
2443,566,207,9200,1
2453,801,461,2900,1
2459,298,10,28,1
2463,22,5,1,1
2492,72,4,7,1
2507,166,4,21,1
2519,1100,383,4700,1
2520,25,5,1,1
2534,0,0,0,1
2535,4,0,0,1
2555,3,6,11,1
2556,659,81,102,1
2557,53,4,0,1
2563,101,50,9,1
2564,8,0,0,1
2571,6600,443,7400,1
2584,46,3,8,1
2589,17,22,0,1
2590,15,32,1,1
2594,51,8,5,1
2596,229,33,173,1
2597,39,14,1,1
2611,2,0,0,1
2612,7,5,11,1
2613,45,5,8,1
2623,642,125,88,1
2625,48,28,0,1
2626,51,4,6,1
2630,2,2,4,1
2637,50,17,4,1
2652,124,44,10,1
2653,0,2,1,1
2656,117,21,15,1
2662,68,31,4,1
2682,296,59,68,1
2688,248,76,21,1
2690,14,17,0,1
2691,329,50,29,1
2696,17,12,0,1
2704,103,28,2,1
2715,1300,285,4200,1
2716,47000,1300,2000,1
2721,28,10,2,1
2723,475,41,30,1
2724,2,0,0,1
2747,290,13,32,1
2754,1700,110,2400,1
2757,410,252,4100,1
2772,6,3,0,1
2780,145,211,21,1
2792,1100,52,181,1
2800,78,11,10,1
2803,375,29,62,1
2808,39,133,4,1
2819,377,119,1900,1
2828,273,101,126,1
2838,3,4,0,1
2840,130,26,44,1
2845,143,20,6,1
2846,10000,408,2800,1
2850,245,41,85,1
2854,165,221,14,1
2869,92,10,5,1
2873,43,6,3,1
2882,9,0,10,1
2891,26,2,2,1
2899,14,11,0,1
2904,408,58,25,1
2906,3100,901,3200,1
2911,2,1,0,1
2914,137,21,27,1
2927,366,14,31,1
2934,21,1,0,1
2937,48000,1200,4000,1
2950,31,1,5,1
2953,29,4,0,1
2955,532,52,25,1
2958,38,16,5,1
2969,12,4,0,1
2973,4,1,1,1
2980,937,225,2900,1
2983,42,3,10,1
2990,45,14,9,1
2993,20,11,2,1
2994,1200,167,2300,1
3013,16,5,0,1
