id,post_message,label
2951,"Trung Quốc cho phép thử nghiệm lâm sàng trên người với 2 loại vaccine. Hai loại này là lô vaccine bất hoạt đầu tiên ngừa Covid-19, do Công ty Nghiên cứu và phát triển dược phẩm Sinovac phối hợp với Tập đoàn Dược phẩm Quốc gia Trung Quốc sản xuất.  Các cuộc thử nghiệm sẽ được tiến hành liên tiếp trong tháng 4 và 5.",0
2265,"Được biết, đây không phải là dự án duy nhất do Tổng công ty Khoáng sản và Thương mại Hà Tĩnh đầu tư không phát huy hiệu quả, làm ăn thua lỗ khiến ngân sách nhà nước thất thu. Đáng nói hơn, thậm chí một số dự án của Tổng Công ty này còn bị ngân hàng phát mại...
",0
2881,"Xung quanh ca nhiễm Covid-19 thứ 17 tại Việt Nam I Bản tin về virus corona ngày 7.3.2020

Bản tin về virus corona của Báo Thanh Niên trực tiếp truyền hình lúc 19 giờ trên <URL>, kênh YouTube Báo Thanh Niên, facebook Báo Thanh Niên và trang Báo Thanh Niên trên mạng xã hội Lotus. Thông tin mới, đầy đủ nhất về diễn biến của dịch bệnh Covid-19 do chủng mới của virus corona ở trong nước và quốc tế. Bệnh nhân thứ 17 dương tính với virus corona. Kết quả xét nghiệm những người xung quanh có khả năng lây nhiễm của bệnh nhân thứ 17. Biện pháp tăng cường phòng dịch tại Hà Nội và Hải Phòng.

#Covid19 #corona #viruscorona #virútcorona #nCoV #viêmphổiVũHán     #BảntinCorona",0
1921,"Sau 2 năm có đơn tố cáo đối với luật sư Nguyễn Văn Chiến - Chủ nhiệm Đoàn luật sư thành phố Hà Nội, Liên đoàn Luật sư Việt Nam đã có báo cáo kết quả xác minh vụ việc gửi đến Ban Nội chính Trung ương, Bộ Tư pháp.
",0
4048,"Trong các ngày nghỉ lễ 2 và 3.5, thầy cô ở Hà Nội vẫn bận rộn tới trường hoặc tham gia các buổi họp trực tuyến để chuẩn bị đón học sinh trở lại sau dịp nghỉ tránh Covid-19.",0
2663,"Chơi thôi ai ngờ quá trớn quá ha

[<URL>](<URL>)",0
2129,"KHẨN: Thủ tướng Nguyễn Xuân Phúc vừa ban hành chỉ thị 19 về giãn cách xã hội cho phép các cơ sở kinh doanh thương mại dịch vụ, khu tập luyện thể thao, khu di tích, danh lam được mở cửa trở lại.",0
267,"Gợi ý thực đơn bữa cơm gia đình hàng ngày nhé, rất đơn giản mà ngon miệng.🤤
<URL>",0
121,"Thứ trưởng Bộ Y tế Nguyễn Trường Sơn cho biết 90.000 bác sĩ, 125.000 điều dưỡng cả nước đã được điều động sẵn sàng tham gia chống dịch.

Trong kịch bản Covid-19 lan rộng, ngành y tế dự kiến huy động thêm sinh viên ngành y, dược, Thứ trưởng Sơn nói với <URL> chiều 17/3.

""Sinh viên năm cuối của các trường đại học y và dược sẽ được tập huấn về kỹ thuật lấy mẫu xét nghiệm, tổ chức cách ly, phụ việc cho các y bác sĩ. Dự kiến nhóm này có khoảng 16.000 người"", Thứ trưởng Sơn nói.

Các bệnh viện trung ương, quân đội, công an và bệnh viện địa phương đều được yêu cầu lên ""phương án nóng"" sẵn sàng phục vụ chống dịch. Lực lượng bác sĩ, y tá về hưu, trung cấp y khoa... cũng được tính đến trong bài toán về nhân lực y tế.

Ngành y tế đã phân tuyến điều trị bệnh nhân rất mạnh mẽ. Tuyến xã có thể theo dõi các ca bệnh, tuyến huyện có thể điều trị, chỉ những bệnh nhân nặng mới chuyển tuyến trung ương.""Mạng lưới điều trị của Việt Nam đang hoạt động hiệu quả"", Thứ trưởng Sơn nói.

Về trang thiết bị y tế, hiện ngành có khoảng 3.000 máy thở ở các bệnh viện. Những bệnh viện cấp huyện cũng trang bị máy thở. Trường hợp dịch lan rộng, ngành y tế điều động máy thở ở nơi không có dịch đến nơi có dịch. Ngành y tế cũng xây dựng kế hoạch mua sắm thêm vật tư y tế cần thiết như thuốc, máy móc, khẩu trang, đồ bảo hộ, dung dịch sát khuẩn...

Số lượng giường bệnh hiện vẫn đảm bảo cho việc cách ly và điều trị cho các bệnh nhân.

Hai thành phố lớn là Hà Nội và TP HCM chuẩn bị cơ sở hạ tầng y tế cho tình huống dịch xấu nhất.

Giáo sư Nguyễn Tấn Bỉnh, Giám đốc Sở Y tế TP HCM, cho biết thành phố chuẩn bị sẵn sàng nhân lực, cơ sở vật chất, trang thiết bị ứng phó Covid-19, kể cả trong tình huống dịch kéo dài. TP HCM vừa chuyển đổi Bệnh viện huyện Cần Giờ thành cơ sở chuyên điều trị bệnh nhân Covid-19 có 300 giường bệnh, bắt đầu tiếp nhận những người từ các khu cách ly tập trung xuất hiện các triệu chứng sốt, ho... từ ngày 16/3.

Bệnh viện dã chiến Củ Chi vốn là khu cách ly tập trung cũng được chuyển thành nơi tiếp nhận điều trị với quy mô 300 giường.

""Bệnh viện Ung bướu TP HCM cơ sở 2 sẽ hoạt động vào tháng 6. Nếu bệnh nhân tiếp tục tăng, Sở sẽ có phương án đưa nơi đây thành nơi điều trị bệnh nhân nhiễm nCoV"", ông Bỉnh nói.

TP HCM cũng chuẩn bị vận hành 10 phòng áp lực âm tại Bệnh viện dã chiến Củ Chi và 10 phòng áp lực âm tại huyện Cần Giờ, tăng thêm 1.200 máy thở. 400 bác sĩ chuyên khoa nhiễm được huy động, đang tập huấn cho khoa khác để tăng nhân lực có thể điều trị cho 1.000-1.400 người bệnh.

Trong tháng 4, thành phố đã chuẩn bị sẵn sàng hơn 20.000 bộ kit xét nghiệm dịch Covid-19. Trong tháng 5, tháng 6, ngành y tế cũng dự trù hơn 20.000 bộ xét nghiệm. Khẩu trang, đồ bảo hộ chuyên dụng, các trang thiết bị cũng đang được tăng cường.

""Chúng tôi cố gắng xét nghiệm, phân loại toàn bộ hành khách nhập cảnh vào TP HCM từ vùng dịch. Công đoạn này giúp ngăn ngừa triệt để dịch lây lan trong cộng đồng"", ông Bỉnh nói.

Hà Nội cũng đang có các kịch bản chống dịch trước tình hình dịch bệnh gia tăng. Dịch cấp độ 1 và 2, các bệnh viện đã chuẩn bị 650 giường điều trị bệnh nhân, thuộc 41 bệnh viện công lập và 3 bệnh viện ngoài công lập. Dịch bệnh ở cấp độ 3, số giường bố trí điều trị cách ly bệnh nhân là 1.290.

Trong trường hợp dịch diễn biến phức tạp hơn, nhiều bệnh nhân hơn, ngành y tế có thể bố trí 4.040 giường bệnh. Trong đó, 50% giường bệnh huy động ở các bệnh viện đa khoa, còn lại tập trung tại bệnh viện dã chiến.

Theo Chủ tịch UBND Nguyễn Đức Chung, những ngày tới công dân từ các nước châu Âu về đông, thành phố Hà Nội đã lên kế hoạch chuẩn bị cơ sở vật chất, địa điểm tiếp đón, cách ly.

Khu tái định cư Thượng Thanh (quận Long Biên) có 427 căn hộ có thể cách ly được khoảng 2.000 người. Khu nhà ở sinh viên tại phường Tứ Hiệp, quận Hoàng Mai có thể đáp ứng 2.000 trường hợp. Bệnh viện đa khoa Mê Linh (cũ) được thành phố sửa lại với mục đích phục vụ 200 bệnh nhân. Ngoài ra, cơ sở vật chất sẵn có ở các trường dạy nghề ở Phú Xuyên, Sơn Tây, Chương Mỹ... cũng có thể được sử dụng.

Tính đến 10h sáng nay, Việt Nam đã ghi nhận 67 bệnh nhân Covid-19, trong đó 16 bện",0
4135,"NHỮNG NỤ CƯỜI NHÂN BẢN

Một sáng kiến tưởng chừng đơn giản nhưng lại xuất phát từ tấm lòng nhân ái quảng đại, hình ảnh gương mặt kèm theo nụ cười của y bác sĩ được dán lên áo. Kết quả thật bất ngờ, các bệnh nhân đã phấn chấn tinh thần hẳn lên, sức khỏe của họ cũng được cải thiện rõ rệt.

Chi tiết xem tại link bên dưới:
<URL>",0
1374,"Nhằm tăng cường sức khỏe cho các em thiếu nhi, đặc biệt trong mùa dịch COVID-19 do virus Corona, báo Tuổi Trẻ phối hợp cùng Trung tâm Thể dục Bằng Tâm thực hiện chương trình với chủ đề ""KHỎE ĐỂ CHỐNG VIRUS CORONA"".",0
427,"Cách đây 3 năm, Thiên Khôi từng được nhiều khán giả biết đến khi đăng quang cuộc thi Việt Nam Idol Kids 2017. Với chất giọng ấm áp, gương mặt điển trai, cậu bé nhanh chóng thu hút sự chú ý từ các giám khảo lẫn khán giả xem đài khi chỉ mới 12 tuổi. Và mới đây, Thiên Khôi lại gây bất ngờ với hình ảnh trưởng thành, “người lớn” hơn trước khi trở lại với ca khúc hoàn toàn mới “Biết em lại vô tình”.",0
2697,"Sở GTVT Hà Nội vừa có công văn đề xuất UBND thành phố dỡ bỏ biển cấm taxi, xe hợp đồng dưới 9 chỗ ở 11 tuyến đường trên địa bàn thành phố.",0
2736,Các chuyên gia Nhật Bản dự kiến sẽ đến Việt Nam vào ngày 5/6 để kiểm tra hệ thống xử lý và giám sát các lô vải trước khi xuất khẩu. Như vậy có thể khẳng định vải thiều Bắc Giang năm nay chắc chắn sẽ xuất khẩu sang Nhật.,0
3453,"HƯNG YÊN CHƯA PHÁT HIỆN VIRUS CORONA, CÁCH LY ĐĂC BIỆT 4 NGƯỜI ĐẾN TỪ HỒ BẮC Theo Sở Y tế Hưng Yên, đến nay, tỉnh Hưng Yên chưa ghi nhận trường hợp nào dương tính với virus Corona. Tuy nhiên, 4 người nhập cảnh vào Hưng Yên từ tỉnh Hồ Bắc, Trung Quốc  chưa qua 14 ngày đang được cách ly, giám sát tại Trung tâm Y tế huyện Yên Mỹ và thị xã Mỹ Hào. 4 người này gồm 3 nữ, 1 nam là những lao động đang làm việc tại các doanh nghiệp Trung Quốc ở Hưng Yên về Trung Quốc ăn tết và trở lại... Hưng Yên từ ngày 29-31/1/2020. Cả 4 người đang được cách ly, giám sát và theo dõi sức khỏe chặt chẽ. Sở Y tế cũng có công văn yêu cầu đối với những người nhập cảnh từ tỉnh Hồ Bắc, Trung Quốc phải coi như người mắc bệnh và tiến hành cách ly tại 1 trong 15 cơ sở y tế được giao nhiệm vụ. Các trường hợp khác nhập cảnh từ Trung Quốc được cách ly tại nhà hoặc cơ sở lưu trú dưới sự giám sát của cơ quan chức năng và y tế địa phương. Hưng Yên có 94 doanh nghiệp sử dụng 467 lao động Trung Quốc. Trong đó 432 lao động trở về nước ăn tết, 35 người ở lại không về nước. Đến 14h30 ngày 4/2/2020 có 242 người trở lại Hưng Yên, 190 người chưa trở lại.  Sở LĐ, TB&XH cũng yêu cầu các doanh nghiệp tạm dừng tiếp nhận lao động Trung Quốc về quê ăn tết quay trở lại Việt Nam Tỉnh Hưng Yên tạm dừng cấp giấy phép lao động mới cho lao động nước ngoài đến từ vùng có dịch viêm phổi cấp. Ảnh: Minh họa (<URL>) Danh sách số điện thoại đường dây nóng phòng chống dịch viêm phổi cấp ở Hưng Yên: <URL>…/a.<PHONE>0…/<PHONE>291249/… Xem thêm",0
2765,"Hình ảnh phố xá vốn dĩ đông đúc, vui nhộn nhất Sài Gòn trở nên im ắng cũng khiến nhiều du khách bất ngờ.

#doisong #kháchTây #Covid19",0
1521,"Trung Quốc đã lập tức phản đối sau khi đại diện Mỹ tại Liên Hiệp Quốc ủng hộ việc Đài Loan gia nhập tổ chức này, theo Hãng tin AP ngày 2-5.
Phái đoàn đại diện Mỹ tại LHQ đăng trên Twitter rằng LHQ được thành lập để đại diện cho ""tất cả tiếng nói"", đón nhận ""sự đa dạng trong cách nhìn và thái độ"" đồng thời ủng hộ quyền con người.",0
2406,"Chiều 10/3, Bộ Y tế xác nhận trường hợp thứ 34 nhiễm Covid-19, là một phụ nữ ở Bình Thuận.",0
3794,"""Dạo gần đây, có một virus rất hot Tên của em ấy Corona Em từ đâu? Quê của em ở Vũ Hán"" ---... ""Ghen cô Vy"" là dự án hợp tác giữa Erik, Min, Khắc Hưng với Viện Sức khỏe nghề nghiệp và môi trường (Bộ Y tế). Phần hình ảnh thể hiện bởi Yang Animation Artist. Xem thêm",0
1233,"Bị cáo Hồng Hoa chân đi không vững, sức khỏe khá yếu phải cần sự trợ giúp, còn Hà tỏ vẻ lạnh lùng khi đến tòa.

   ",0
3835,"Không cần đợi đến kỳ chuyển nhượng mùa Hè, Ole Gunnar Solskjaer càng lúc càng cho thấy ông sẵn sàng “tàn nhẫn” với những quyết định đầy cứng rắn để tái thiết MU.",0
988,"Ngày 18-6, thông tin từ Phòng Thanh tra Sở Y tế Đồng Nai cho hay, đơn vị này vừa xác minh một bác sĩ sử dụng bằng tốt nghiệp Y khoa của Trường đại học Y dược TP. Hồ Chí Minh không có trong hồ sơ cấp bằng của trường vào năm 2002.",0
3428,"""Trong quy định của Luật Tố tụng hình sự, Hội đồng thẩm phán không có quyền phán quyết kháng nghị của Viện KSND tối cao là đúng pháp luật hay không. Có chăng chỉ xác định là có căn cứ hay không có căn cứ, từ đó có chấp thuận kháng nghị hay không mà thôi”, Ủy viên Thường trực Uỷ ban Pháp luật của Quốc hội Bùi Văn Xuyền cho biết.",0
679,"Hàng Tầu đổi cách viết xuất xứ hàng hoá

""Made in China"" bị tẩy chay vì chất lượng và cả do ăn ở nên người Tầu đã đổi cách ghi xuất xứ hàng hoá. Giờ họ ghi là ""Product of PRC"" hoặc ""Made in PRC"".

Cũng biết nhục để phải thay đổi nhưng nếu chỉ thay mỗi cách viết thế này thì vẫn chỉ là ""bình mới rượu cũ"", khác gì lừa đảo. Cái cần phải thay đổi là cách làm ăn phải đàng hoàng, chất lượng đảm bảo và nhất là đường ăn ở với các nước khác trên thế giới.",0
784,"Số người chết đã lên đến 1.031, trong tổng số 68.572 ca nhiễm virus corona được xác nhận trên toàn nước Mỹ hôm 25/3, theo thống kê của Đại học John Hopkins.",0
3071,"Ngày 18/3, số ca nhiễm bệnh và tử vong trong đại dịch viêm đường hô hấp cấp COVID-19 đã vượt lên những mốc mới, cho thấy tốc độ lây lan và tác động ngày càng đáng lo ngại của dịch bệnh.",0
813,"Bao nhiêu chiêu trò thì mới có được gia tài nghìn tỉ...?

[<URL>](<URL>)",0
1685,"Thiếu CB quá mà...

""Trước đó, theo kết luận của Ủy ban Kiểm tra Trung ương tại kỳ họp thứ 35, Ban cán sự đảng Bộ GTVT đã vi phạm nghiêm trọng nguyên tắc tập trung dân chủ và quy chế làm việc; thiếu trách nhiệm, buông lỏng lãnh đạo, chỉ đạo, thiếu kiểm tra, để xảy ra nhiều vi phạm, khuyết điểm trong thực hiện cổ phần hóa, thoái vốn nhà nước tại một số doanh nghiệp thuộc Bộ GTVT.

Các Ủy viên Ban cán sự đảng, Thứ trưởng gồm: ông Nguyễn Hồng Trường, ông Nguyễn Văn Công, ông Nguyễn Ngọc Đông và ông Nguyễn Nhật cùng chịu trách nhiệm về những vi phạm, khuyết điểm của Ban cán sự đảng và trách nhiệm cá nhân trong thực hiện chức trách, nhiệm vụ được phân công...""",0
2701,"Dự báo thời tiết hôm nay 19/6: Nắng nóng gay gắt ban ngày, có thể có mưa dông vào chiều tối",0
967,"6 cống ngăn triều đã hoàn thành 78% sau bốn năm thi công. Công trình dự kiến hoạt động vào tháng 10.
    ",0
2967,"Tính đến sáng 20/6, gần 2,3 triệu người ở thành phố gần 22 triệu dân này đã được lấy mẫu. 70 nhân viên y tế thuộc 6 bệnh viện của Vũ Hán cũng đã được cử đến chi viện cho Bắc Kinh.

#KenhTheGioi",0
1099,Cần hoàn thành việc di chuyển trung tâm thành phố hành chính sang phía Bắc sông Cấm,0
1410,"RONALDINHO CÓ THỂ ĐỐI MẶT ÁN 10 NĂM TÙ VÌ TỘI RỬA TIỀN

Ronaldinho và anh trai đang vướng vào nghi án trong đường dây rửa tiền và buôn bán trái phép chất ma túy của nữ doanh nhân Dalia. Văn phòng Công tố viên Paraquay cho rằng tổ chức Dalia đứng đầu có thể đã rửa khoản tiền lên tới 400 triệu USD tại quốc gia này trong 5 năm qua.

Các nhà điều tra đang xem xét tài liệu và tin nhắn trong điện thoại của anh em Ronaldinho để làm rõ. 15 người đã bị bắt liên quan đến vụ việc này, trong khi Dalia vẫn đang lẩn trốn.

""Đây là trường hợp khá phức tạp, vì lúc đầu Ronaldinho và anh trai sử dụng hộ chiếu giả để vào Paraguay. Tuy nhiên, khi các nhà điều tra phát hiện ra có những dấu hiệu về tội rửa tiền, họ có thể nhận hình phạt từ 3 năm đến 10 năm, hoặc lâu hơn"", UOL trích dẫn phát biểu của luật sư Acacio Miranda.",0
1205,Tọa Đàm Trực Tuyến - THỜI ĐIỂM VÀNG KÍCH CẦU DU LỊCH HẬU COVID-19,0
1884,"MỸ DỪNG PHỎNG VẤN VISA TẠI VIỆT NAM

Đại sứ quán Mỹ tại Hà Nội và Tổng lãnh sự quán Mỹ tại <URL> tạm dừng phỏng vấn visa từ ngày 19/3. Mọi cuộc hẹn phỏng vấn từ ngày 19/3 trở về sau đều bị hủy.

Lý do được đưa ra là ""thay đổi về nhân sự để ứng phó với tình hình dịch virus corona đang diễn ra"".

Thông báo cho hay đối với các đơn xin visa thuộc diện không nhập cư, cơ quan đại diện ngoại giao Mỹ sẽ ""sắp xếp các cuộc hẹn (phỏng vấn) mới sớm nhất có thể"". Đối với đơn xin visa nhập cư, Mỹ sẽ ""cập nhật thông báo này ngay khi chúng tôi có thể bắt đầu quá trình xét duyệt visa trở lại"".

Cho đến lúc đó, nếu người xin visa đã lỡ cuộc hẹn phỏng vấn theo kế hoạch trước đây, cơ quan đại diện ngoại giao Mỹ sẽ có hướng dẫn về việc sắp xếp lại cuộc hẹn.",0
569,"""Bệnh nhân 91"" điều trị tại Bệnh viện Chợ Rẫy ngày 23/5 được ngưng lọc máu liên tục, tiếp tục can thiệp ECMO, thở máy qua nội khí quản.",0
3075,"Một bị cáo trong khi ra TAND quận Hà Đông (Hà Nội) để xét xử đã lợi dụng sơ hở của lực lượng công an, bỏ chạy.",0
3766,"Chấn chỉnh! Chấn chỉnh!

[<URL>](<URL>)",0
1894,"Người bố lặng lẽ cúi đầu, cảm ơn những người đến viếng đám tang trong khi mẹ của Kiên phải nhờ các bác sĩ chăm sóc sức khỏe.",0
2875,"Theo nghiên cứu mới từ Microsoft, hacker đã triển khai các cuộc tấn công có chủ đề Covid-19 tại 241 quốc gia và vùng lãnh thổ.",0
3420,"Dịch bệnh đã buộc nhiều công ty áp dụng giải pháp làm việc từ xa. Đối với một số doanh nghiệp, việc chuyển đổi này vẫn tiếp tục ngay cả khi các lệnh giãn cách xã hội được dỡ bỏ.",0
2284,"Luật sư cho rằng việc khai báo nhỏ giọt gây khó khăn cho phòng chống dịch Covid-19 nên bệnh nhân thứ 34 có thể bị khởi tố hình sự và phạt tù cao nhất tới 12 năm.
Đến nay, số người tiếp xúc gần với bệnh nhân Covid-19 thứ 34 (F1) ở Bình Thuận lên tới 203, còn số tiếp xúc gần với F1 là 761 người. Số ca F1 tăng lên là do bệnh nhân thứ 34 khai báo nhỏ giọt về số người từng tiếp xúc với mình.

Cũng vì hành vi này, các cơ quan chức năng rất bị động, vất vả trong việc tìm ra và giám sát, cách ly những người nguy cơ cao. Hiện nay, có 10 ca nhiễm virus corona liên quan đến bệnh nhân số 34.

Lãnh đạo Sở Y tế Bình Thuận cho biết, ngay khi phát hiện ca nhiễm virus corona đầu tiên trên địa bàn (bệnh nhân số 34), tỉnh lập tức chỉ đạo xác định những người tiếp xúc gần và chuẩn bị cơ sở cách ly.

""Tuy nhiên, vì bệnh nhân này khai báo một cách không rõ ràng và đầy đủ, công tác giám sát, xác minh của lực lượng chức năng gặp nhiều khó khăn, dẫn tới việc cách ly các trường hợp có liên quan để tránh dịch lây lan cũng bị ảnh hưởng"", lão đạo Sở Y tế Bình Thuận nói.
Bình luận sự việc này, luật sư Diệp Năng Bình, Trưởng Văn phòng Tinh Thông Luật (Đoàn Luật sư <URL>) cho rằng hành vi của bệnh nhân thứ 34 có thể coi là cố ý khai báo, thông tin sai sự thật về hành trình của bản thân.

""Việc cố ý trốn tránh, khai báo gian dối hoặc chống đối để không thực hiện các biện pháp cách ly và phòng chống dịch sẽ bị áp dụng biện pháp xử phạt vi phạm hành chính hoặc có thể truy cứu trách nhiệm hình sự.

Điều 10 Nghị định 176/2013/NĐ-CP quy định, người nào từ chối hoặc trốn tránh việc áp dụng quyết định cách ly y tế, cưỡng chế cách ly y tế của cơ quan Nhà nước có thẩm quyền đối với người mắc bệnh truyền nhiễm thuộc nhóm A sẽ bị phạt tiền 5-10 triệu đồng.
Nghiêm trọng hơn, nếu người nào có hành vi trốn khỏi nơi cách ly, cố tình khai báo gian dối, trốn tránh các biện pháp cách ly y tế mà mang mầm bệnh lây nhiễm cho người khác có thể bị truy cứu theo Điều 240 Bộ luật Hình sự về tội Làm lây lan dịch bệnh truyền nhiễm nguy hiểm cho người.

Theo Điều 240, người phạm tội có thể bị phạt tiền tối đa 200 triệu đồng, hoặc bị phạt tù 1-12 năm tùy vào hậu quả gây ra”, luật sư Diệp Năng Bình nói.

Theo quy định tại điểm a khoản 1 Điều 3 Luật Phòng, chống bệnh truyền nhiễm năm 2007 và Quyết định số 07/2020/QĐ-TTg ngày 26/2/2020 của Thủ tướng Chính phủ, dịch Covid-19 được xếp vào bệnh truyền nhiễm nhóm A.

""Đồng thời, theo quy định tại Điều 8 Luật Phòng, chống bệnh truyền nhiễm năm 2007 thì các hành vi sau đây bị nghiêm cấm:

1. Cố ý làm lây lan tác nhân gây bệnh truyền nhiễm.

2. Người mắc bệnh truyền nhiễm, người bị nghi ngờ mắc bệnh truyền nhiễm và người mang mầm bệnh truyền nhiễm làm các công việc dễ lây truyền tác nhân gây bệnh truyền nhiễm theo quy định của pháp luật.

3. Che giấu, không khai báo hoặc khai báo không kịp thời các trường hợp mắc bệnh truyền nhiễm theo quy định của pháp luật.

4. Cố ý khai báo, thông tin sai sự thật về bệnh truyền nhiễm. ... Hành vi cố ý trốn tránh, khai báo gian dối hoặc chống đối để không thực hiện các biện pháp để cách ly và phòng chống dịch sẽ bị áp dụng biện pháp xử phạt vi phạm hành chính hoặc có thể truy cứu trách nhiệm hình sự"", luật sư Diệp Năng Bình phân tích thêm.


    ",0
203,"Thủ tướng Chính phủ vừa có chỉ đạo liên quan đến thông tin trong bài viết ""Cải cách pháp lý mạnh mẽ, thực chất để tăng lực hút đầu tư"" đăng trên Báo Đầu tư Online ngày 6/5/2020.",0
3606,"GƯƠNG MẶT SHOWBIZ | GIẢI ĐÁP TẤT TẦN TẬT VỀ 'ANH THANH NIÊN' HUYR

Liên tục có những sản phẩm gây sốt như ""Cô gái m52"", ""Anh thanh niên"" và mới đây là dự án ""Sài Gòn của anh"" kết hợp cùng K-ICM, HuyR là ai? Mời khán giả theo dõi Gương mặt showbiz.

#HuyR #KICM #Anhthanhniên #SàiGòncủaanh #Gươngmặtshowbiz     #iHayTV",0
2057,"Vào cuộc chưa quyết liệt, xử lý chưa nghiêm
Tình trạng cơ sở hành nghề y, dược không phép trên địa bàn vẫn tồn tại được xác định là do công tác kiểm tra, giám sát, hậu kiểm chưa nghiêm dẫn đến một số cơ sở đã bị đình chỉ, sau đó tái hoạt động.
",0
